age,salary,experience_years,weekly_study_hours,courses_completed,login_days_past30,membership,device,region,promo_opt_in,num_promo_emails_last3m,churn
45.0,35858371.0,2,3.6,3,16,vip,desktop,광주광역시,0,3,1
36.0,45386339.0,9,6.8,3,0,premium,desktop,대구광역시,1,3,0
44.0,,1,3.2,1,23,premium,tablet,서울특별시,1,5,0
24.0,58467473.0,5,10.7,2,28,basic,tablet,부산광역시,0,3,1
38.0,32573730.0,3,3.1,5,25,basic,tablet,광주광역시,1,3,1
,84995246.0,31,7.2,1,19,basic,mobile,광주광역시,1,2,0
32.0,16479639.0,12,12.3,4,14,vip,mobile,경기도,1,4,0
26.0,10062878.0,3,7.5,5,19,basic,desktop,대전광역시,0,2,1
28.0,63010917.0,1,4.8,1,23,basic,desktop,울산광역시,1,0,1
24.0,1815990.0,1,5.8,2,3,vip,mobile,인천광역시,0,5,1
,22616866.0,5,3.2,1,0,basic,desktop,인천광역시,1,0,1
31.0,7048926.0,4,6.9,1,5,basic,desktop,경기도,1,2,1
20.0,48192538.0,0,14.9,5,27,premium,tablet,광주광역시,1,1,0
35.0,22161000.0,16,7.3,2,24,vip,tablet,부산광역시,1,2,0
44.0,12431436.0,11,4.4,2,29,basic,mobile,서울특별시,1,3,0
25.0,33404837.0,3,7.0,2,23,vip,tablet,인천광역시,1,1,0
50.0,3203311.0,17,11.1,5,30,basic,desktop,서울특별시,0,0,1
40.0,7278627.0,2,4.8,6,12,premium,tablet,울산광역시,0,9,1
,33833840.0,4,5.1,1,26,basic,desktop,부산광역시,1,2,1
28.0,37934577.0,4,3.2,1,3,basic,mobile,경기도,0,16,1
43.0,121484195.0,19,8.3,4,13,premium,tablet,경기도,0,1,0
24.0,30777635.0,5,6.3,3,3,basic,mobile,서울특별시,0,3,1
43.0,38767824.0,15,10.1,3,14,basic,tablet,광주광역시,0,0,1
36.0,59949100.0,18,4.1,1,14,basic,tablet,인천광역시,0,5,1
40.0,89037198.0,8,4.3,2,0,premium,tablet,경기도,1,4,0
23.0,57163832.0,0,5.2,4,3,basic,mobile,부산광역시,1,3,1
26.0,1165476.0,5,6.1,4,14,basic,tablet,광주광역시,1,4,0
40.0,44493287.0,6,14.6,4,20,basic,desktop,울산광역시,1,3,0
25.0,3063178.0,1,8.3,4,4,basic,tablet,부산광역시,0,5,1
,2301150.0,3,5.8,4,26,premium,tablet,울산광역시,1,0,0
21.0,63545872.0,1,4.1,3,20,premium,desktop,대전광역시,0,2,1
43.0,11087367.0,2,4.9,3,19,premium,mobile,인천광역시,0,5,1
,63617785.0,0,3.9,7,26,basic,mobile,서울특별시,0,2,1
,8427781.0,12,8.5,3,29,basic,desktop,부산광역시,1,0,0
41.0,69882503.0,0,4.5,0,24,basic,tablet,인천광역시,0,5,1
28.0,47502716.0,10,7.7,6,19,vip,desktop,경기도,1,1,0
,35432151.0,9,6.9,2,5,basic,desktop,대전광역시,1,4,0
37.0,82659805.0,6,4.9,3,28,basic,tablet,대전광역시,1,0,0
,22625333.0,0,5.3,1,24,basic,desktop,광주광역시,1,0,1
24.0,38918919.0,6,6.2,5,0,premium,mobile,경기도,1,5,0
18.0,40594582.0,0,5.0,5,20,basic,mobile,인천광역시,1,12,1
38.0,87624594.0,4,3.6,4,22,basic,mobile,서울특별시,1,8,1
19.0,77102883.0,1,4.8,1,13,basic,desktop,경기도,1,1,1
35.0,72408922.0,15,5.3,1,16,premium,tablet,울산광역시,1,3,0
32.0,45040120.0,11,3.1,3,28,basic,mobile,인천광역시,1,5,0
41.0,86392670.0,7,4.6,3,25,basic,tablet,울산광역시,0,5,1
31.0,11841760.0,5,4.7,3,13,basic,tablet,광주광역시,0,3,1
31.0,64658950.0,1,5.4,2,13,basic,mobile,광주광역시,0,2,1
42.0,10898476.0,7,5.0,4,12,basic,desktop,부산광역시,1,5,0
38.0,49258001.0,13,3.2,2,28,premium,mobile,광주광역시,1,5,0
38.0,2496442.0,3,6.1,2,14,basic,desktop,대구광역시,1,14,1
39.0,46855400.0,14,3.8,4,30,premium,tablet,광주광역시,0,4,0
19.0,59127374.0,0,6.4,1,12,premium,mobile,울산광역시,1,2,0
42.0,55507996.0,19,4.0,0,30,basic,mobile,서울특별시,1,0,0
41.0,49527929.0,7,6.4,0,2,vip,desktop,경기도,1,5,0
,72642859.0,2,3.6,2,25,premium,desktop,광주광역시,1,1,0
,5498703.0,10,5.7,1,20,basic,tablet,부산광역시,1,2,0
34.0,4019774.0,1,13.7,5,29,basic,mobile,울산광역시,0,2,1
33.0,60766080.0,8,11.8,2,26,basic,mobile,광주광역시,0,4,1
38.0,67204443.0,5,5.1,5,24,vip,mobile,인천광역시,1,2,0
49.0,9675642.0,22,11.6,2,20,premium,desktop,대전광역시,0,5,0
45.0,53118801.0,25,3.9,1,25,premium,desktop,경기도,0,1,0
21.0,14929741.0,0,3.3,4,26,basic,mobile,대전광역시,1,4,1
,72367496.0,2,3.2,1,2,premium,desktop,인천광역시,0,2,1
48.0,8497320.0,29,4.9,4,14,basic,tablet,인천광역시,1,3,0
38.0,54004636.0,9,6.3,2,11,basic,mobile,대구광역시,0,0,1
45.0,18392869.0,4,4.6,0,14,premium,mobile,경기도,1,1,0
55.0,0.0,22,5.9,3,14,vip,tablet,부산광역시,1,5,0
45.0,39649811.0,0,6.3,4,11,basic,mobile,인천광역시,1,5,1
37.0,71987539.0,8,6.5,5,12,basic,mobile,울산광역시,1,3,0
45.0,66388067.0,20,3.3,2,24,basic,mobile,인천광역시,1,4,0
36.0,4044890.0,12,8.8,2,20,vip,mobile,울산광역시,0,3,0
,43271046.0,6,4.8,3,26,premium,desktop,울산광역시,0,1,0
31.0,36772722.0,9,13.5,2,20,premium,tablet,대전광역시,1,3,0
50.0,,15,3.4,5,15,basic,mobile,인천광역시,1,6,0
26.0,73220123.0,7,4.7,1,22,basic,desktop,대전광역시,1,1,0
50.0,40573359.0,25,5.2,4,24,basic,mobile,울산광역시,1,3,0
39.0,3202845.0,18,,3,16,basic,desktop,대전광역시,1,8,0
21.0,38694385.0,2,4.5,4,21,premium,desktop,부산광역시,1,1,0
38.0,14213870.0,3,5.3,4,26,basic,tablet,울산광역시,1,3,1
18.0,41919105.0,0,14.1,4,26,basic,desktop,울산광역시,1,4,1
41.0,48536091.0,9,5.4,2,18,premium,mobile,대전광역시,1,4,0
43.0,24749268.0,24,7.8,3,20,basic,tablet,인천광역시,1,5,0
29.0,25799476.0,0,6.7,5,19,basic,tablet,울산광역시,0,1,1
,3015346.0,16,6.1,2,24,basic,mobile,대구광역시,0,4,1
54.0,349685.0,20,4.9,5,13,premium,mobile,인천광역시,0,5,0
29.0,81576299.0,2,6.2,3,23,basic,tablet,서울특별시,1,1,1
,19077153.0,1,3.9,6,30,basic,desktop,대구광역시,1,2,1
49.0,37997370.0,12,4.9,3,25,premium,tablet,서울특별시,1,5,0
,3033401.0,8,3.6,2,12,premium,tablet,인천광역시,0,2,0
35.0,2269734.0,4,5.4,3,17,basic,mobile,인천광역시,1,4,1
45.0,4479272.0,22,3.9,2,13,basic,mobile,경기도,1,4,0
,35631082.0,0,5.6,2,19,vip,mobile,경기도,0,4,1
27.0,35140188.0,1,5.2,8,0,basic,tablet,부산광역시,0,0,1
30.0,45699174.0,10,5.3,1,12,premium,tablet,대전광역시,1,16,0
,79278936.0,27,11.9,3,23,vip,mobile,서울특별시,0,3,0
51.0,51169059.0,30,6.1,3,29,basic,tablet,경기도,1,0,0
40.0,67743507.0,8,3.0,4,16,basic,mobile,서울특별시,1,0,0
26.0,57604645.0,4,5.0,3,1,basic,tablet,광주광역시,1,0,1
54.0,5227724.0,36,14.4,6,14,basic,desktop,경기도,0,1,1
29.0,0.0,8,4.8,3,29,basic,mobile,광주광역시,0,2,1
31.0,45433129.0,7,4.7,5,2,basic,desktop,광주광역시,1,3,1
38.0,69607031.0,1,6.0,5,0,premium,mobile,광주광역시,0,6,1
50.0,41423962.0,31,5.8,1,18,vip,mobile,서울특별시,0,0,0
43.0,18812365.0,25,3.4,5,28,basic,tablet,부산광역시,0,2,1
,17419450.0,10,5.6,4,19,premium,mobile,광주광역시,1,5,0
39.0,7654346.0,14,7.7,3,28,basic,desktop,경기도,1,1,0
35.0,7484182.0,2,5.4,3,20,basic,desktop,서울특별시,1,5,1
40.0,34795912.0,12,4.8,2,22,basic,tablet,경기도,0,5,1
18.0,40556086.0,0,4.6,6,22,premium,mobile,경기도,1,5,0
32.0,31511164.0,1,6.5,5,30,vip,mobile,부산광역시,0,1,1
37.0,56432167.0,19,11.5,5,3,premium,tablet,부산광역시,1,9,0
23.0,2719767.0,3,3.0,2,28,basic,mobile,광주광역시,1,1,1
38.0,59055995.0,2,11.0,1,28,basic,mobile,서울특별시,0,1,1
32.0,59421180.0,1,10.9,1,23,basic,desktop,대구광역시,1,3,1
52.0,25081933.0,4,6.8,4,11,basic,desktop,서울특별시,1,5,1
50.0,6099637.0,27,7.0,3,1,basic,desktop,울산광역시,0,1,1
30.0,57704139.0,11,3.0,2,13,basic,desktop,울산광역시,1,19,0
33.0,13748490.0,7,4.8,2,11,basic,mobile,부산광역시,0,2,1
34.0,38620021.0,15,5.8,4,27,basic,mobile,인천광역시,0,13,1
30.0,59335686.0,1,5.1,1,26,basic,desktop,울산광역시,0,2,1
,66895901.0,15,6.4,2,14,premium,mobile,광주광역시,1,8,0
27.0,9506958.0,0,4.0,1,24,premium,tablet,울산광역시,0,18,1
23.0,80028836.0,3,5.8,1,25,vip,tablet,부산광역시,0,5,1
41.0,3088129.0,20,7.5,6,21,basic,mobile,울산광역시,0,5,1
,67111787.0,1,12.4,5,21,basic,mobile,대구광역시,0,0,1
26.0,54395132.0,7,4.9,0,16,basic,desktop,대구광역시,0,2,1
,4171043.0,4,6.3,3,2,basic,desktop,대구광역시,1,2,1
28.0,24930015.0,9,6.6,3,20,premium,tablet,울산광역시,1,0,0
37.0,55565806.0,14,4.8,3,20,basic,mobile,울산광역시,1,18,0
,6325124.0,13,5.2,8,23,premium,mobile,대구광역시,1,2,0
34.0,37304025.0,2,5.8,1,18,premium,desktop,대전광역시,1,5,0
39.0,18720515.0,6,6.6,0,17,premium,mobile,서울특별시,1,5,0
29.0,46793446.0,3,6.5,5,20,premium,desktop,부산광역시,1,2,0
,34950472.0,10,13.0,2,18,premium,desktop,대구광역시,1,0,0
32.0,44613025.0,10,13.5,0,15,basic,mobile,울산광역시,1,3,0
27.0,3497748.0,9,5.9,5,21,premium,desktop,경기도,0,5,0
33.0,71508267.0,11,14.5,3,17,basic,tablet,부산광역시,1,10,0
19.0,6521596.0,0,5.2,3,0,basic,desktop,울산광역시,1,2,1
30.0,4058599.0,5,6.7,4,27,basic,tablet,경기도,1,13,0
32.0,70341600.0,9,6.3,1,16,basic,mobile,부산광역시,1,4,0
32.0,42497709.0,7,10.9,7,21,basic,mobile,울산광역시,1,2,0
32.0,57980336.0,0,6.0,3,15,premium,mobile,인천광역시,1,3,0
34.0,34548709.0,13,4.5,3,24,basic,mobile,경기도,1,0,0
39.0,86686543.0,6,4.0,2,19,basic,mobile,울산광역시,0,14,1
43.0,14681900.0,9,6.2,4,3,basic,desktop,서울특별시,1,1,1
28.0,2614787.0,8,13.8,4,17,premium,mobile,울산광역시,1,2,0
22.0,1454332.0,1,6.2,5,5,basic,mobile,인천광역시,1,4,1
,2772006.0,5,13.3,5,10,basic,mobile,광주광역시,1,15,0
30.0,2320032.0,0,9.8,2,5,basic,tablet,광주광역시,1,3,1
31.0,79294168.0,3,4.9,1,23,basic,desktop,대전광역시,1,1,1
27.0,3872326.0,1,6.3,1,25,premium,mobile,광주광역시,1,1,0
22.0,3269602.0,0,6.4,4,24,premium,mobile,경기도,1,1,0
,49724929.0,5,7.5,0,2,premium,desktop,인천광역시,1,5,0
,2765179.0,3,7.2,0,19,basic,tablet,부산광역시,0,4,1
40.0,48370750.0,20,5.2,4,27,basic,mobile,경기도,1,6,0
,9419645.0,10,6.5,3,10,vip,tablet,경기도,1,0,0
30.0,14365330.0,0,6.0,2,11,basic,desktop,경기도,0,1,1
,4217968.0,4,14.1,1,2,basic,mobile,대전광역시,1,3,1
34.0,56283674.0,3,6.7,1,21,premium,desktop,광주광역시,1,5,0
,0.0,2,9.0,2,19,basic,mobile,대전광역시,1,5,1
40.0,54496923.0,8,6.6,1,24,basic,mobile,광주광역시,1,3,0
18.0,25165409.0,0,4.2,1,0,basic,mobile,인천광역시,1,0,1
31.0,13231600.0,5,5.7,0,15,basic,mobile,울산광역시,1,14,0
38.0,,14,14.5,3,2,premium,desktop,부산광역시,0,0,1
36.0,5368804.0,2,4.8,6,14,basic,mobile,광주광역시,0,18,1
61.0,46073289.0,43,3.3,1,1,basic,tablet,서울특별시,1,0,1
38.0,41009664.0,14,3.3,4,4,premium,mobile,경기도,0,5,1
,,4,6.4,3,2,vip,desktop,광주광역시,1,2,1
34.0,51425418.0,7,6.7,3,0,premium,tablet,인천광역시,1,4,0
18.0,75924940.0,0,3.3,2,23,premium,mobile,인천광역시,1,5,0
34.0,3827508.0,11,3.5,1,20,basic,desktop,경기도,1,5,0
26.0,53636752.0,4,5.8,2,27,vip,desktop,서울특별시,1,18,0
44.0,10341033.0,12,4.6,4,21,premium,mobile,울산광역시,1,3,0
29.0,62269881.0,10,6.3,3,5,premium,tablet,부산광역시,1,3,0
33.0,23934707.0,0,6.0,1,0,basic,desktop,서울특별시,1,5,1
,51280159.0,4,6.5,2,30,basic,desktop,대전광역시,0,5,1
52.0,48949303.0,26,6.8,5,5,basic,tablet,광주광역시,1,18,0
31.0,60881282.0,11,8.8,2,14,premium,mobile,인천광역시,1,5,0
53.0,47184475.0,31,4.4,4,18,basic,mobile,부산광역시,1,4,0
43.0,34418983.0,19,5.1,3,5,premium,mobile,경기도,1,1,0
,50110260.0,17,,11,26,basic,mobile,광주광역시,0,5,1
38.0,33757392.0,15,4.1,2,16,basic,tablet,서울특별시,1,0,0
38.0,21121066.0,2,6.2,3,10,premium,desktop,울산광역시,1,4,0
18.0,60906837.0,0,7.3,5,30,premium,mobile,대전광역시,1,5,0
32.0,4158123.0,13,3.3,2,26,basic,desktop,광주광역시,1,2,0
43.0,12335454.0,8,6.8,3,19,premium,desktop,서울특별시,0,17,0
34.0,16514642.0,6,6.8,2,16,premium,tablet,울산광역시,1,1,0
20.0,40024521.0,2,5.8,1,22,basic,desktop,대구광역시,1,2,1
,137771.0,4,10.6,4,14,premium,mobile,대구광역시,0,3,1
,9649851.0,9,14.9,3,27,basic,desktop,인천광역시,1,2,0
47.0,8262498.0,19,10.7,1,27,premium,mobile,울산광역시,0,2,0
34.0,37365564.0,11,8.6,3,27,basic,mobile,울산광역시,1,5,0
44.0,,7,6.9,5,1,basic,mobile,부산광역시,0,5,1
31.0,6941974.0,13,5.1,1,5,basic,desktop,인천광역시,0,5,1
18.0,0.0,0,8.2,3,3,basic,tablet,경기도,1,0,1
25.0,43382349.0,2,6.4,3,17,basic,desktop,광주광역시,1,5,1
50.0,32954372.0,18,5.3,2,17,basic,tablet,대전광역시,0,0,1
32.0,53474721.0,10,7.0,3,18,basic,tablet,대구광역시,0,18,1
32.0,40159478.0,10,13.3,1,5,basic,tablet,인천광역시,1,4,0
32.0,5223262.0,7,14.2,4,1,basic,desktop,서울특별시,1,0,1
54.0,74057991.0,25,6.3,4,13,basic,tablet,부산광역시,0,4,1
51.0,60190720.0,22,4.0,5,13,basic,tablet,대구광역시,1,1,0
57.0,26734607.0,9,4.8,2,2,basic,tablet,부산광역시,1,1,1
33.0,72577939.0,1,8.3,7,26,basic,mobile,부산광역시,1,1,1
37.0,73635806.0,11,6.9,5,4,vip,tablet,대구광역시,0,1,1
19.0,10093952.0,0,5.5,3,25,basic,mobile,서울특별시,0,4,1
49.0,69843892.0,25,3.8,4,10,basic,tablet,울산광역시,0,3,1
,41724872.0,2,3.6,4,16,basic,desktop,경기도,1,4,1
37.0,22006310.0,9,8.5,4,22,basic,mobile,울산광역시,1,2,0
24.0,38595733.0,2,9.8,1,15,basic,tablet,대전광역시,1,2,1
29.0,75939512.0,6,6.7,2,29,premium,desktop,서울특별시,1,5,0
,2544600.0,3,10.2,5,14,basic,mobile,울산광역시,0,4,1
28.0,9997606.0,7,9.1,2,27,basic,desktop,경기도,0,14,1
29.0,10170719.0,7,6.9,3,25,basic,tablet,서울특별시,1,0,0
,7435128.0,5,5.5,2,19,basic,tablet,부산광역시,1,5,0
43.0,43347176.0,12,5.9,4,21,basic,tablet,울산광역시,1,0,0
,3144498.0,3,6.7,3,20,basic,tablet,서울특별시,1,3,1
37.0,7189188.0,2,4.3,2,3,premium,mobile,광주광역시,0,1,1
47.0,155883.0,5,7.7,2,3,premium,mobile,대전광역시,1,1,0
29.0,53225479.0,5,14.5,1,13,premium,mobile,광주광역시,1,7,0
27.0,5146733.0,2,3.5,2,18,basic,tablet,서울특별시,1,4,1
,14347862.0,10,8.2,4,14,basic,tablet,경기도,1,3,0
46.0,5951322.0,3,5.4,2,14,basic,desktop,서울특별시,1,1,1
36.0,31231581.0,14,6.2,2,24,premium,desktop,대구광역시,1,3,0
,8579060.0,1,11.6,3,21,basic,mobile,경기도,0,4,1
39.0,6135583.0,14,5.8,3,3,basic,tablet,경기도,0,14,1
23.0,13227990.0,0,3.3,3,14,basic,tablet,대구광역시,0,3,1
41.0,60559470.0,1,4.1,7,4,basic,desktop,인천광역시,1,0,1
39.0,4779713.0,6,7.0,1,21,premium,mobile,부산광역시,1,3,0
,56311498.0,9,9.6,3,25,basic,tablet,부산광역시,1,1,0
26.0,51809128.0,4,3.6,2,27,basic,desktop,대구광역시,1,13,1
26.0,59934603.0,8,5.9,2,30,premium,mobile,광주광역시,1,5,0
40.0,1907667.0,18,5.3,3,24,premium,mobile,인천광역시,1,2,0
47.0,28783054.0,1,3.1,5,0,vip,mobile,대구광역시,1,0,1
28.0,60844954.0,3,3.5,4,2,basic,desktop,경기도,1,5,1
39.0,16188690.0,1,8.5,2,5,basic,tablet,대전광역시,0,5,1
18.0,4408840.0,0,5.3,6,24,basic,desktop,대전광역시,0,4,1
29.0,62328822.0,10,5.1,4,21,basic,tablet,울산광역시,1,2,0
34.0,6361531.0,9,3.8,6,13,premium,tablet,인천광역시,1,7,0
25.0,2995507.0,5,3.9,3,17,premium,tablet,부산광역시,1,4,0
25.0,37729967.0,7,6.8,4,18,basic,mobile,경기도,1,0,0
28.0,51845280.0,4,3.6,0,20,basic,tablet,대전광역시,1,5,1
37.0,41741990.0,17,6.8,5,4,premium,mobile,부산광역시,1,1,0
33.0,40749048.0,12,9.9,0,10,basic,desktop,대전광역시,0,3,1
18.0,56497761.0,0,5.9,6,18,basic,tablet,부산광역시,0,13,1
18.0,0.0,0,12.7,6,24,vip,desktop,광주광역시,1,4,0
28.0,2780355.0,3,3.9,3,24,basic,desktop,대구광역시,1,6,1
,50289363.0,0,4.1,2,10,premium,tablet,경기도,1,4,0
18.0,49665371.0,0,4.8,4,23,premium,tablet,대전광역시,0,4,1
30.0,55153318.0,1,5.9,3,11,vip,mobile,대전광역시,0,0,1
29.0,78128380.0,3,3.7,1,15,basic,tablet,대전광역시,0,5,1
,51567710.0,5,3.6,0,3,vip,mobile,울산광역시,1,6,0
31.0,4196344.0,3,4.2,2,0,basic,mobile,인천광역시,1,5,1
38.0,1048934.0,19,6.5,6,30,basic,tablet,울산광역시,1,0,0
36.0,61519064.0,13,6.0,3,17,basic,tablet,대구광역시,1,12,0
18.0,1947218.0,0,8.5,2,30,basic,tablet,부산광역시,1,4,1
42.0,51071312.0,9,6.2,4,11,vip,mobile,경기도,1,9,0
37.0,9455756.0,17,6.6,2,12,premium,mobile,부산광역시,1,10,0
40.0,65494613.0,8,7.9,4,12,basic,mobile,대구광역시,1,0,0
65.0,30350351.0,11,5.9,4,16,basic,mobile,서울특별시,1,19,0
18.0,0.0,0,3.9,2,25,basic,mobile,서울특별시,1,0,1
52.0,46798509.0,9,5.4,0,18,basic,tablet,대구광역시,0,4,1
32.0,12342656.0,7,10.9,2,28,basic,mobile,부산광역시,1,0,0
37.0,52284040.0,18,6.5,4,16,premium,tablet,대전광역시,1,1,0
34.0,68483063.0,5,6.8,0,11,premium,mobile,경기도,0,2,0
30.0,56560590.0,8,12.1,3,23,basic,mobile,인천광역시,0,3,1
29.0,41542275.0,7,6.6,3,23,basic,tablet,서울특별시,1,5,0
,0.0,13,3.9,5,15,premium,desktop,대전광역시,1,4,0
19.0,46440316.0,0,3.1,3,5,basic,desktop,울산광역시,0,13,1
42.0,15139795.0,23,6.7,3,21,premium,mobile,대전광역시,1,5,0
30.0,8039761.0,3,6.2,3,13,premium,tablet,대전광역시,0,13,1
23.0,10141601.0,5,3.1,4,3,basic,desktop,대구광역시,1,0,1
30.0,56320403.0,4,3.9,1,21,basic,desktop,광주광역시,1,4,1
,969415.0,11,4.4,3,28,basic,tablet,대구광역시,1,8,0
29.0,59348538.0,1,3.2,3,1,basic,desktop,부산광역시,1,2,1
38.0,74556826.0,7,5.8,1,16,premium,mobile,울산광역시,1,5,0
27.0,47407799.0,2,3.1,1,24,basic,mobile,경기도,1,2,1
,33064033.0,13,5.8,1,22,basic,mobile,경기도,0,3,1
,49000984.0,4,5.7,4,5,vip,desktop,경기도,0,14,1
53.0,,26,6.1,3,13,basic,tablet,경기도,1,2,0
33.0,55053548.0,14,6.5,3,19,premium,tablet,대구광역시,1,5,0
,56784115.0,8,4.4,5,21,premium,mobile,서울특별시,1,0,0
35.0,18378181.0,12,3.8,1,19,basic,mobile,서울특별시,0,3,1
47.0,47090078.0,8,13.9,2,1,basic,mobile,경기도,1,5,1
27.0,56127280.0,4,9.8,2,17,premium,mobile,대전광역시,1,0,0
42.0,87842453.0,1,6.4,0,30,premium,desktop,대구광역시,0,2,1
33.0,8217864.0,6,6.1,2,2,basic,mobile,대전광역시,1,0,1
34.0,27122218.0,15,4.8,2,15,basic,desktop,인천광역시,1,0,0
35.0,47078155.0,10,5.3,3,26,premium,mobile,대구광역시,0,3,0
37.0,45420362.0,10,4.1,3,26,vip,tablet,인천광역시,1,16,0
33.0,11495998.0,6,6.4,3,16,premium,desktop,울산광역시,1,3,0
,6882015.0,11,6.6,0,22,premium,tablet,경기도,1,2,0
,10416726.0,7,4.8,3,0,vip,tablet,서울특별시,1,2,0
44.0,44999299.0,23,7.2,3,15,basic,tablet,울산광역시,1,2,0
43.0,45027509.0,15,5.1,4,19,basic,mobile,광주광역시,0,1,1
30.0,51205434.0,4,3.2,3,2,basic,tablet,인천광역시,1,9,1
26.0,50607844.0,0,9.2,3,25,vip,tablet,대구광역시,0,3,1
44.0,61417610.0,12,7.0,4,21,premium,tablet,부산광역시,1,3,0
43.0,48190354.0,10,14.7,3,4,basic,desktop,부산광역시,1,2,1
49.0,44751719.0,28,6.5,5,30,basic,mobile,대구광역시,0,8,1
,9095962.0,3,,6,22,basic,tablet,서울특별시,1,0,1
,39280038.0,3,3.6,4,28,premium,mobile,경기도,1,5,0
18.0,8200444.0,0,6.8,4,2,basic,desktop,서울특별시,1,5,1
31.0,80467380.0,10,6.6,10,26,vip,mobile,서울특별시,1,10,0
44.0,36309818.0,2,14.6,3,17,basic,tablet,대구광역시,1,6,1
,45820154.0,7,6.3,1,26,premium,mobile,부산광역시,1,12,0
41.0,44187670.0,18,5.4,6,16,basic,mobile,경기도,1,2,0
,46292425.0,12,14.2,4,5,basic,mobile,광주광역시,1,4,0
38.0,45031410.0,20,5.4,7,21,basic,mobile,부산광역시,0,2,1
23.0,3558480.0,1,12.1,7,29,basic,mobile,서울특별시,1,3,1
35.0,1449124.0,5,8.7,2,18,basic,desktop,대구광역시,1,0,0
18.0,,0,4.4,3,23,premium,tablet,대구광역시,1,5,0
33.0,13162913.0,14,13.3,1,13,premium,mobile,광주광역시,1,3,0
18.0,3785642.0,0,6.8,2,0,basic,mobile,부산광역시,0,3,1
,0.0,21,5.7,5,3,basic,tablet,서울특별시,0,5,1
,5114639.0,23,3.2,1,11,premium,tablet,경기도,0,0,0
,46360003.0,7,6.9,5,13,basic,tablet,광주광역시,0,4,1
50.0,88704378.0,16,,3,16,premium,tablet,경기도,1,1,0
25.0,58148854.0,4,4.5,2,20,premium,mobile,서울특별시,0,4,1
52.0,,1,3.2,2,14,premium,tablet,경기도,0,4,1
,39655167.0,25,14.5,3,3,basic,desktop,부산광역시,1,0,1
32.0,49201813.0,11,4.4,3,12,premium,mobile,광주광역시,0,1,0
46.0,3507367.0,4,4.4,3,18,premium,desktop,서울특별시,1,5,0
23.0,370502.0,1,3.9,2,12,basic,tablet,인천광역시,0,4,1
26.0,2730019.0,8,5.9,5,22,basic,desktop,대구광역시,1,2,0
28.0,6411804.0,3,3.4,4,23,basic,mobile,부산광역시,0,0,1
,792482.0,7,5.3,2,19,basic,mobile,대구광역시,0,3,1
24.0,53893934.0,0,3.9,5,1,basic,mobile,울산광역시,1,2,1
47.0,61608157.0,23,6.9,2,23,basic,mobile,서울특별시,1,0,0
,62615619.0,5,6.5,1,12,basic,desktop,광주광역시,1,3,0
38.0,,10,3.7,4,15,basic,mobile,서울특별시,0,10,1
29.0,42539457.0,2,3.7,5,23,basic,mobile,울산광역시,1,4,1
18.0,13572748.0,0,6.0,2,18,basic,mobile,대전광역시,1,0,1
37.0,54635816.0,14,6.0,2,22,premium,tablet,인천광역시,1,7,0
,52009128.0,0,8.1,3,24,basic,desktop,인천광역시,1,5,1
34.0,6941534.0,10,4.5,4,4,premium,tablet,경기도,0,2,1
21.0,42546858.0,3,3.3,2,16,basic,mobile,부산광역시,1,0,1
54.0,51108304.0,4,3.8,4,28,basic,tablet,울산광역시,1,13,1
,86598117.0,25,6.8,8,11,vip,mobile,대구광역시,0,2,0
36.0,54518637.0,15,3.9,3,25,premium,tablet,대전광역시,1,15,0
47.0,6944057.0,20,3.3,5,16,basic,mobile,서울특별시,1,0,0
26.0,37514158.0,6,7.0,4,20,premium,mobile,대전광역시,0,3,0
40.0,42623500.0,5,9.3,3,3,basic,mobile,울산광역시,1,5,1
36.0,82659401.0,8,13.4,5,25,premium,tablet,경기도,0,11,0
37.0,8003716.0,6,6.3,4,20,basic,mobile,인천광역시,1,3,0
47.0,63603058.0,2,4.4,2,21,premium,tablet,경기도,1,3,0
,8120358.0,10,3.3,3,16,basic,mobile,광주광역시,0,6,1
,11305922.0,11,4.6,4,25,basic,desktop,서울특별시,1,0,0
18.0,,0,6.0,3,18,vip,mobile,부산광역시,1,2,0
,1856194.0,4,12.1,3,12,basic,desktop,경기도,1,2,1
33.0,6794441.0,8,6.9,2,17,basic,mobile,광주광역시,1,3,0
35.0,74883045.0,10,4.9,3,13,basic,mobile,대구광역시,1,9,0
23.0,64768893.0,4,5.6,1,20,basic,mobile,부산광역시,1,4,1
,,30,6.8,2,18,premium,mobile,대구광역시,1,14,0
50.0,13936381.0,32,4.5,2,4,basic,mobile,대구광역시,1,2,1
,56893632.0,23,11.0,5,0,basic,tablet,인천광역시,1,18,1
,80266637.0,1,4.8,4,21,premium,tablet,울산광역시,1,12,0
32.0,10219541.0,13,5.4,8,10,basic,tablet,경기도,1,3,0
25.0,12886311.0,4,3.6,5,4,vip,desktop,대전광역시,1,1,1
35.0,2745435.0,4,6.4,6,1,basic,mobile,울산광역시,0,4,1
37.0,37625589.0,1,4.1,1,18,premium,mobile,경기도,0,2,1
22.0,3995905.0,2,3.1,3,10,basic,mobile,대구광역시,1,1,1
38.0,69110953.0,16,4.5,2,11,premium,desktop,광주광역시,1,4,0
33.0,11711897.0,10,6.1,0,29,basic,desktop,광주광역시,0,10,1
18.0,7988449.0,0,10.6,2,23,basic,desktop,울산광역시,1,5,1
26.0,0.0,3,5.1,3,19,basic,desktop,광주광역시,1,2,1
