year,cpi,flour_index,pork_index,onion_index,minimum_wage,location,special_menu,restaurant_type,delivery_only,coupon_discount,price
2000,38.7345688763217,43.36404488518702,35.583268252473985,57.235713004247025,1865,Incheon,Basic,Franchise,1,5.2,2300
1974,11.916670614151345,10.78702712623671,15.05627886362027,16.71503586920882,249,Seoul,Ganjjajang,Normal,0,5.7,2200
2016,76.34519759671944,71.16928511602276,91.20161398634987,62.41526995244613,6030,Gyeonggi,Samseon,Franchise,0,13.9,7550
1972,10.632995074115907,11.478433662816084,12.861603378330702,12.890414000850182,222,Gwangju,Basic,Normal,0,5.2,50
1988,22.2785847706805,18.600896506873237,26.188505926740252,26.822722321974254,462,Gyeonggi,Basic,Normal,0,7.0,1050
2023,101.8690774258265,93.4881910436281,120.55654327023527,149.34300923302462,9620,Seoul,Ganjjajang,Franchise,0,12.4,9950
2007,50.1615766473075,45.29434389402737,52.472075288438106,44.38229276885582,3770,Daegu,Ganjjajang,Normal,1,1.5,2950
2016,74.25305140111266,79.77508337425144,73.17495908574735,,6030,Gwangju,Basic,Normal,0,11.0,4200
2004,46.03516696959373,37.079602442280084,52.3595461364879,49.47782730783875,2840,Gyeonggi,Basic,Normal,0,11.0,2400
2001,40.37190053286204,44.66297370952796,45.43178545786785,41.74944489078872,2100,Gyeonggi,Basic,Normal,1,6.4,2050
1998,33.621504974363795,36.18794793030052,30.778038792516455,47.36654715953995,1525,Seoul,Basic,Normal,1,0.4,2100
1995,29.812325238131198,30.525599524738016,38.37205009589711,32.808734890966534,1275,Busan,Basic,Normal,1,10.5,950
1987,22.139338853869482,18.919417988444398,25.479853917818055,16.041807357077122,463,Busan,Ganjjajang,Premium,0,11.7,4550
2005,46.45194348845806,39.93331468534738,51.57581402793156,61.69644334667649,3100,Gyeonggi,Basic,Franchise,1,14.6,3400
1989,23.71539521811162,22.05440829880878,26.813806225960896,32.02386741469065,600,Seoul,Ganjjajang,Normal,0,1.2,2650
1970,10.268801278589756,10.8452353466927,10.177493281510703,11.568313939492494,214,Seoul,Basic,Normal,0,14.8,1150
1972,10.972141854707695,12.49867809097559,13.109755973533362,9.10321945818539,229,Busan,Samseon,Normal,0,9.2,2150
2007,50.31196540030739,43.04670499237378,50.669777651947946,,3770,Gyeonggi,Ganjjajang,Normal,0,14.3,3650
2012,63.83003882594457,63.82591176534074,73.50630392566872,67.80426980134197,4580,Gyeonggi,Ganjjajang,Franchise,1,1.4,5550
1983,17.373861142073096,18.320976879653394,22.34267750670698,21.455168633246306,363,Incheon,Ganjjajang,Premium,0,7.9,4400
2014,70.23304516620723,71.30538397211414,84.9383648797263,60.13863801956412,5210,Busan,Basic,Normal,1,5.7,3550
2006,50.368813151033386,45.395941017901706,52.81872114524379,,3480,Seoul,Basic,Franchise,0,3.6,4200
2014,72.44389844107923,68.1446782602784,90.29490786204151,70.02644231354506,5210,Gyeonggi,Ganjjajang,Franchise,1,11.5,6050
1997,33.38173314971153,30.568273031676362,31.075826655023754,35.875820377455156,1485,Gyeonggi,Ganjjajang,Normal,0,8.8,2550
2021,98.42949071076274,107.50051089189216,99.15373624911287,147.18103813758702,8720,Incheon,Basic,Normal,1,11.1,6550
1971,10.787900380457838,11.738093708221026,11.905216470297447,9.811074754764666,225,Busan,Ganjjajang,Normal,0,11.1,1150
2007,50.08621164689485,57.75231207985568,60.6875415234092,74.40588469798791,3770,Seoul,Samseon,Normal,0,8.5,5400
1998,35.80772520736112,28.79323365395044,40.637259822142504,27.178541130637534,1525,Seoul,Basic,Normal,0,14.8,2100
2014,69.3560053413108,64.27258973981128,75.16193412426348,90.19807095411059,5210,Incheon,Basic,Normal,0,2.4,3850
2019,89.8743749485207,87.29699349552877,103.76444921215972,122.30122516834398,8350,Seoul,Samseon,Normal,0,3.2,8500
1981,16.63393835298819,14.68723133713908,20.94139841555235,17.97234825025253,347,Gyeonggi,Samseon,Normal,0,8.0,2850
1979,14.493152329400278,13.93868568699092,14.678595028730907,11.996619980704804,303,Incheon,Ganjjajang,Normal,0,14.0,1300
1987,20.534499861535792,17.716144827095487,25.50276435359995,21.413645371618774,429,Gyeonggi,Basic,Normal,0,0.6,1000
2022,101.48841500985777,88.74422414561789,126.24512952755985,112.31619062180197,9160,Seoul,Ganjjajang,Franchise,1,9.1,9900
2010,58.32912404504237,53.97342591305426,69.57899478122836,67.3053906031191,4110,Gyeonggi,Basic,Franchise,1,13.6,4450
1995,31.372076994327777,29.881530936502063,37.165461213727646,46.36035379303621,1275,Incheon,Ganjjajang,Normal,1,14.8,1950
2000,35.729063422739976,38.28788017354288,35.50225252209112,32.90648724084173,1865,Gwangju,Ganjjajang,Normal,1,2.0,2150
1999,34.60237403338617,27.992229746962636,38.043175183342456,45.616665787424495,1600,Seoul,Ganjjajang,Premium,0,8.4,6200
2017,82.73638324865057,95.5221759687819,74.4872103451901,87.18929312657203,6470,Gyeonggi,Samseon,Normal,1,1.7,7050
1979,14.142329713733243,12.200397983902137,16.040434938135682,11.034096356560466,295,Incheon,Basic,Normal,0,5.8,300
1992,26.664433438247517,30.034820939858825,31.350101123371402,29.888399217051557,925,Seoul,Basic,Franchise,0,12.2,2800
2023,99.62606480978685,96.46730351149881,110.0000335147268,76.34595264635995,9620,Seoul,Basic,Premium,1,7.6,11300
2005,45.63373407299728,41.17495718096089,44.42008177576442,51.7284358321347,3100,Gwangju,Basic,Premium,1,12.6,4650
1980,15.273654622439826,17.40118830785174,15.393096925129468,17.5334513064164,319,Busan,Ganjjajang,Normal,0,10.4,1300
1992,25.914105708678008,21.450549358616044,26.040246061116633,23.983538812469703,925,Seoul,Samseon,Franchise,1,12.6,4800
2003,40.755830272487515,36.45876118544138,48.60903824097635,32.78734153291715,2510,Seoul,Basic,Normal,0,9.0,2800
1972,11.074965923284108,9.421028236065405,10.138718986601447,9.224439016379307,231,Gyeonggi,Basic,Normal,0,25.18091588624902,700
1984,18.56307951095137,21.234042525560913,21.11108986879175,16.03888799791017,388,Gyeonggi,Basic,Normal,0,9.7,900
1970,9.757998182467139,9.23599242196396,10.322626518358144,11.209755318250863,204,Busan,Basic,Normal,0,12.1,150
1991,24.482347568986185,24.096134479616683,25.993164362282805,21.643965536925805,820,Busan,Basic,Normal,0,3.3,650
1980,15.609952739020487,15.526977502469881,15.885294189771413,16.887787566990294,326,Seoul,Ganjjajang,Normal,0,0.1,2350
1991,24.35583961101228,27.17292159003424,28.887777111214465,28.613933236618795,820,Seoul,Ganjjajang,Normal,0,4.9,2700
1979,15.435900500282004,16.969661256185226,16.637041121358596,12.85037409680424,322,Gyeonggi,Basic,Franchise,0,14.4,1800
1998,35.43804931093885,33.22006879712302,38.07953840657588,,1525,Gyeonggi,Samseon,Franchise,0,1.2,4650
2001,38.20942786430177,32.76965928183321,42.94295693557885,57.221989514523024,2100,Busan,Ganjjajang,Normal,1,4.4,2450
2004,42.680609671445275,39.39840159263703,50.979708620686054,59.706997024114884,2840,Seoul,Basic,Normal,0,11.0,2850
2001,37.32676693899152,39.30514863049714,41.80392813552241,33.34744562174015,2100,Daegu,Basic,Franchise,1,10.5,2150
2010,58.93288617286139,59.485685356066114,63.150942764661,72.22889909009434,4110,Busan,Basic,Franchise,0,14.4,3950
2001,41.08767638124664,41.53433616709472,46.55587730781643,29.17003794201903,2100,Seoul,Ganjjajang,Premium,0,2.3,6350
2019,88.54136984551428,74.7133971696616,109.56661472014018,122.52945845000119,8350,Seoul,Ganjjajang,Premium,0,2.5,10050
1996,31.88119760616056,35.933038332140654,,,1400,Seoul,Ganjjajang,Normal,0,8.0,2950
1974,12.37177543038218,11.573676103515883,14.538744236559388,15.25977646819958,258,Seoul,Basic,Normal,0,4.0,1200
1993,27.85646859209053,31.416654021139433,28.672395538862023,32.39320750663094,1005,Seoul,Samseon,Franchise,0,6.7,4850
1996,32.73442405850846,32.60805902099134,32.216071753850336,,1400,Seoul,Basic,Normal,1,9.9,2000
2001,38.019859015700966,44.857365373802274,35.878486417882044,51.59402667664004,2100,Seoul,Basic,Premium,0,8.3,5550
1983,17.450540819673186,17.835401681423843,19.30184641444208,12.279806275839613,365,Busan,Ganjjajang,Normal,0,2.2,1400
1986,20.336409544571907,23.351947525969067,20.215875772988717,,425,Busan,Basic,Normal,0,2.8,500
1988,22.565049877244007,22.830476944371277,22.476467098717983,27.156990511090946,462,Incheon,Samseon,Normal,0,8.7,2550
2001,37.565266922827554,40.23224288372636,39.08556310509289,33.68573153365845,2100,Gwangju,Basic,Normal,1,13.3,1200
1996,32.539780145454614,35.14014672232779,36.290427762100485,48.39257213229915,1400,Busan,Ganjjajang,Franchise,0,10.4,3000
2023,102.93560032522325,108.18419979194951,94.23753416229319,,9620,Daegu,Basic,Normal,1,14.0,7300
1992,26.070519378949697,30.358917300343013,31.123956110251545,29.005757343158372,925,Gwangju,Basic,Franchise,0,12.9,1550
2008,53.60561448007098,56.592901466031385,62.506691842039004,50.747344935134414,4000,Busan,Basic,Normal,1,7.7,2400
2019,87.36899801141817,95.76065824518484,84.41823196527369,97.90646640970651,8350,Daegu,Basic,Normal,0,12.9,5300
1997,34.37012988747652,33.66653500507035,34.324226716713014,44.95536410128761,1485,Daegu,Samseon,Normal,0,9.3,2950
2017,82.335291031815,69.31356922215417,95.22613159056168,90.68125754158999,6470,Busan,Basic,Franchise,1,2.6,5950
2018,86.26731997670129,86.0612304422003,90.10043187885661,109.75815281136393,7530,Seoul,Basic,Franchise,0,13.4,6850
1984,19.0171751074173,19.74337087197483,19.308650522566875,16.480908395583235,397,Seoul,Basic,Normal,0,10.0,1400
1980,15.101568712048836,12.207480681890015,14.305098029458547,21.895659470274833,315,Busan,Samseon,Franchise,1,4.6,3300
2003,44.323964153723274,49.231255025969254,50.71325360425739,45.68842526604238,2510,Gwangju,Basic,Normal,1,0.9,1450
2022,94.69595296895761,96.29527124923852,111.83334833276793,79.92545199286025,9160,Busan,Basic,Franchise,1,10.9,7950
1989,23.308006279454684,27.153990586939837,21.863996994816848,30.600384842494012,600,Daegu,Ganjjajang,Normal,0,9.8,1450
1993,28.26194181916523,30.095175563165327,29.270604379144263,26.58877085778568,1005,Seoul,Basic,Premium,0,1.5,4750
1974,11.709970788277145,12.905870845536054,13.321362206522059,14.822333626522386,244,Seoul,Samseon,Normal,0,14.4,3200
2001,39.48704567598842,43.50284277274965,49.65024193347321,42.49843258621412,2100,Seoul,Basic,Normal,1,9.0,2450
2010,59.36679016482079,69.66589269185472,54.856960854842754,85.64497231559145,4110,Gyeonggi,Ganjjajang,Normal,0,5.3,4100
2013,67.86257076396579,71.43806865228056,70.47456688525938,91.50699689517498,4860,Daegu,Basic,Normal,1,3.4,3500
2001,40.038033337568706,40.521985453909,37.26291969759311,48.98231633252974,2100,Incheon,Basic,Normal,1,7.2,1450
2002,41.4935257955948,41.39439387884683,39.44234174047623,38.82474618552254,2275,Seoul,Ganjjajang,Premium,0,14.6,6600
2009,57.98834578085141,59.77232856964564,73.84050699538138,71.32041551730106,4000,Seoul,Ganjjajang,Franchise,1,0.7,5450
1970,9.510243735579065,8.941178492957603,8.900808333288282,13.898610846149912,198,Daegu,Ganjjajang,Normal,0,4.5,950
2010,60.456845754581444,52.236433739321164,66.6982234101067,80.04159613954873,4110,Gwangju,Ganjjajang,Premium,0,7.4,6600
2005,48.23427488286205,51.601449389573425,54.60620031219489,71.56370947451343,3100,Seoul,Ganjjajang,Normal,1,9.9,3900
1974,12.125333189087966,10.902871803883956,14.098779778552977,12.168862861155747,253,Seoul,Basic,Normal,0,5.6,1200
1993,26.8614627107542,31.028381041828407,33.984000181581386,38.803349223479216,1005,Seoul,Basic,Normal,0,2.7,1750
1991,25.112657566390883,24.411808120729315,32.25454550183342,17.858737841769873,820,Gyeonggi,Ganjjajang,Normal,0,7.4,2150
2011,63.73584393741641,73.60893614235673,81.71961029701743,77.24805874570967,4320,Daegu,Basic,Franchise,0,6.5,4000
1973,11.94424835902562,10.287673516545203,12.878426390556257,15.095294550672008,249,Seoul,Basic,Normal,0,8.6,1200
1975,12.087860594275023,9.764335978099814,12.619059872585995,18.050081381842872,252,Gyeonggi,Ganjjajang,Normal,1,14.4,1700
1971,10.000879174541353,11.313093090322907,9.56494254956432,11.323956626159127,209,Daegu,Basic,Normal,0,5.9,50
2008,52.06824326443259,60.41705440524841,66.29241330269248,48.59588444401347,4000,Gyeonggi,Ganjjajang,Normal,0,1.6,3800
2016,74.24680306213325,72.03099448500568,91.44844517777068,57.52654970021114,6030,Gyeonggi,Ganjjajang,Normal,0,0.6,5650
2021,95.40481058845914,109.83495823282114,108.13897562117656,104.88100474809292,8720,Busan,Basic,Franchise,1,8.2,6850
2021,98.96950000076312,87.93145073905723,112.33480391175358,94.32126399035391,8720,Gyeonggi,Basic,Franchise,0,8.0,7400
1988,21.684485894600847,24.57449132048752,22.98487819671321,24.131029843347306,462,Busan,Ganjjajang,Normal,0,8.6,1550
1996,31.787203269978157,28.96226984484248,35.36081386194312,,1400,Gyeonggi,Basic,Normal,0,14.2,1500
1981,16.24494087836172,15.81523388051535,19.3905031552388,18.969669384955825,339,Seoul,Basic,Normal,1,14.1,1350
1974,12.289439081409192,14.002692458553431,13.828225817756511,18.248442568975477,257,Daegu,Basic,Premium,0,13.0,3000
1992,27.192062686563837,31.258956859782373,31.022434088191005,39.059986959504435,925,Busan,Basic,Normal,0,6.6,750
2010,55.27659031597057,49.078284675199555,51.553035240265686,77.35843147956524,4110,Gwangju,Basic,Normal,0,6.8,2700
1998,35.857692879051285,31.760252666549093,46.604961431602554,32.222153458232164,1525,Gyeonggi,Ganjjajang,Franchise,1,12.7,3600
1990,24.94088409784514,29.067056173170936,26.544995698654805,32.67858903883556,690,Gwangju,Ganjjajang,Normal,0,1.5,1450
1982,17.11355810501501,17.219273704598105,18.326665257235963,22.803242948584305,358,Daegu,Basic,Franchise,0,10.8,1150
1976,13.224150517195108,14.655531290852053,12.459686481947369,11.10106008634193,276,Seoul,Ganjjajang,Normal,0,10.5,2250
2014,68.48736389939593,62.229123935623804,71.0303380936721,67.91155533168563,5210,Busan,Basic,Premium,0,14.3,40822
2012,63.72805225198102,64.66738965885571,82.36994475807205,,4580,Incheon,Ganjjajang,Franchise,0,4.5,5350
1986,19.396093251100467,17.564109456177917,22.716216942086472,15.744474294141423,405,Daegu,Basic,Normal,0,2.8,300
1973,10.944961854181933,12.528807760878419,11.17957302005417,,228,Incheon,Basic,Normal,0,14.7,200
2019,84.37410437800976,100.78460183076773,78.04781320732357,,8350,Seoul,Basic,Normal,1,12.9,5950
2018,82.43449462615324,76.82463744639237,106.8170342479838,115.83146155972852,7530,Seoul,Basic,Normal,1,1.7,6050
1997,32.22599417603308,32.16783197846645,29.196267933372134,30.62615226356245,1485,Incheon,Ganjjajang,Franchise,1,8.5,3050
1990,24.094625710401363,21.3704288411011,23.579681292199183,,690,Gyeonggi,Basic,Franchise,0,14.4,2150
2021,95.16650964333847,85.19386442677991,103.90336893034059,102.29289832433791,8720,Incheon,Samseon,Franchise,1,8.3,9500
2000,37.98396824542922,39.22516716669374,39.26147674742233,49.731054033115335,1865,Busan,Ganjjajang,Franchise,1,3.5,3400
1982,16.694852992449523,19.225079326531436,20.840370810883144,20.6699862088014,349,Seoul,Basic,Normal,1,10.9,1400
1992,25.125799602726076,27.315987110195717,24.875794210374245,33.84020679002776,925,Gyeonggi,Ganjjajang,Normal,0,6.8,2250
2007,52.122356219477105,56.63205498954973,67.43171300004752,50.91304231872664,3770,Busan,Ganjjajang,Normal,0,4.0,3150
1975,12.423992193582588,10.470297597401927,13.80700677952739,15.927375984373422,259,Seoul,Ganjjajang,Franchise,0,10.7,3250
1977,14.127383217306711,13.761280239139214,13.419240751362002,14.254755749746192,295,Seoul,Ganjjajang,Normal,0,10.4,2250
2023,101.22528948669138,89.0591917340989,99.81980863436465,147.30015890041736,9620,Seoul,Ganjjajang,Premium,1,7.1,11900
2013,68.85849587946244,56.714779720194656,87.8402293767979,,4860,Gyeonggi,Ganjjajang,Normal,0,2.8,5100
2000,37.092968092938236,31.759163655124546,34.439790153117656,40.54309385521202,1865,Busan,Basic,Franchise,0,13.3,2350
2017,76.65514632832742,80.98171535613064,83.06526090993685,61.275741994216155,6470,Busan,Basic,Normal,1,13.1,4900
1980,16.101329510366156,16.159020258502046,16.60670132383302,,336,Incheon,Ganjjajang,Franchise,0,8.0,2350
2023,101.05567068173828,115.04907863004563,95.9195482320037,98.41646535816558,9620,Daegu,Samseon,Normal,1,9.2,9050
2008,53.99857186984619,59.11705905843635,58.85899990865623,54.11218504234253,4000,Gwangju,Ganjjajang,Normal,0,15.0,3050
2010,59.70545129648635,65.39339051577979,75.58310982165419,64.14771577232437,4110,Gwangju,Basic,Franchise,0,1.7,3700
1985,19.543590072201816,21.57358413708533,18.296835704843577,27.32635604578348,408,Seoul,Samseon,Franchise,0,1.7,4500
2000,38.686268923641784,35.85871218973771,40.93166931242304,57.129950038117585,1865,Daegu,Samseon,Normal,1,0.0,3150
2000,36.614581202409475,35.517124920516544,40.426870662555764,47.193766560132595,1865,Busan,Basic,Normal,1,0.2,1300
1986,19.333456192098495,16.121698879002032,23.487723966038878,23.87751725796989,404,Daegu,Basic,Premium,1,9.9,3250
1974,11.641736600371054,12.138534948615277,11.38213043607724,8.64898791296551,243,Gyeonggi,Samseon,Normal,0,2.4,2700
1989,22.615958836702703,23.38576368416495,28.553514878420795,33.63569607489509,600,Gwangju,Basic,Normal,0,0.4,400
1988,22.214147156610206,25.62905383506883,22.612338638077286,18.902024484500483,462,Gwangju,Basic,Normal,0,5.6,350
2009,53.903534254440714,64.43627324770296,53.42451635508166,73.33434494904742,4000,Incheon,Samseon,Normal,1,2.6,4750
2009,54.93177639434894,47.548086547394846,56.81923122446537,81.1892196281674,4000,Daegu,Ganjjajang,Normal,1,9.4,3300
1992,25.40921923132065,29.228083640485327,32.26245974687637,27.117468718282453,925,Busan,Samseon,Premium,0,2.0,5750
1989,22.333534477864198,21.639557649729493,24.581260555409802,23.992643701920336,600,Gyeonggi,Samseon,Normal,0,10.0,3150
1993,28.180725858598354,33.506126699587504,32.82843411075179,23.72469307610424,1005,Incheon,Samseon,Premium,1,1.6,5750
2008,51.70022501008382,42.526745183225856,49.333501566832304,51.99259891278569,4000,Incheon,Samseon,Franchise,1,10.2,5550
2013,65.25359325650031,71.42487762718915,80.3105445742377,,4860,Gyeonggi,Basic,Premium,0,8.6,6700
1985,19.96355004515634,16.615923242341264,22.430479129107887,14.065627706668412,417,Seoul,Basic,Franchise,0,10.8,2500
1985,19.504709268678305,20.12703124184628,25.090422132485536,,408,Gyeonggi,Ganjjajang,Normal,0,0.8,1900
1977,13.582638506773828,12.458864574156388,17.418945530132667,13.390566532163522,284,Seoul,Ganjjajang,Normal,0,14.7,2250
2019,89.59103382065948,84.43815259481104,83.30949722406675,84.56237924121729,8350,Seoul,Basic,Premium,0,1.6,9700
1980,15.111299624567842,15.941138709608722,17.388790785331864,17.713976273607482,316,Seoul,Basic,Normal,1,5.3,1350
2009,58.10734351300908,60.799753277917105,54.35379827573538,56.64291456434222,4000,Busan,Basic,Normal,1,13.6,2600
1984,18.075134758623047,21.342997876293758,20.351334209251117,26.359787444793447,378,Seoul,Basic,Franchise,0,7.1,2400
1999,36.27867763637777,33.32335251966877,44.10379958035521,53.406781641563825,1600,Busan,Basic,Normal,1,10.8,1250
1972,11.086070077930978,12.574700728769288,12.040710395318015,8.680517709362801,231,Gwangju,Samseon,Normal,0,12.0,1950
1980,15.935770000742277,18.079768520871312,19.70884661298334,14.869726654327666,333,Seoul,Basic,Franchise,0,7.1,2300
2023,101.22859969527103,101.60866447909022,123.62273098580533,,9620,Seoul,Ganjjajang,Franchise,0,10.7,10400
2023,107.6202736427872,122.32063464084368,101.11479656128833,123.17021225967989,9620,Seoul,Ganjjajang,Normal,0,0.0,8750
2011,58.02059738759201,68.19795076624247,54.59048990387196,64.1049787493464,4320,Seoul,Basic,Franchise,0,8.2,5100
1996,31.551446331385804,27.001794533900952,36.72898256449148,45.57451242494531,1400,Seoul,Basic,Franchise,0,0.5,3050
1973,11.399282589100727,12.924553699458023,11.81277592735874,11.663278998525254,238,Incheon,Basic,Normal,0,4.7,200
1982,16.8702146532015,14.089911448768657,18.949946768737437,16.77639749323768,352,Incheon,Basic,Normal,0,2.8,350
1989,24.20221323085148,23.98927880711601,30.14006584662825,24.759282757996328,600,Incheon,Basic,Normal,0,9.1,600
1993,28.354008458932018,25.900801870099187,31.874785414341442,40.60459517922556,1005,Gyeonggi,Basic,Normal,1,5.1,1350
1979,15.09519733977907,17.14981454504183,16.65406934138421,12.799691957349179,315,Seoul,Basic,Franchise,0,13.2,2300
1986,20.626315331782116,17.082669921203046,24.201694398291675,29.445556705460117,431,Incheon,Basic,Normal,0,2.4,500
2000,38.50537354783053,40.91106853874822,47.53857995877172,48.71719496335589,1865,Busan,Basic,Normal,0,13.1,1400
1984,19.407013584447537,19.43359746993119,22.58530579648458,16.337742264133826,405,Gyeonggi,Basic,Normal,1,2.8,950
2004,43.360209014115696,41.148872692377566,45.831342700318515,44.689619857804786,2840,Gwangju,Ganjjajang,Normal,1,1.5,2600
1977,13.450717653173198,13.242702829246078,12.578847702694373,10.29240045490023,281,Seoul,Basic,Normal,0,0.9,1250
2007,49.140645807535556,58.48758925997065,58.02063852272782,37.02353935142011,3770,Daegu,Basic,Franchise,0,0.9,3200
1997,33.736918377530216,29.655840268661755,37.42468087661955,34.975069956546804,1485,Daegu,Basic,Franchise,0,8.3,1800
2005,46.85222823012099,50.61541935489966,53.61100056361234,48.559048802864446,3100,Seoul,Basic,Normal,0,25.18091588624902,3050
2022,97.71411003269972,94.07707292340615,88.2392941889402,130.91237276341664,9160,Busan,Basic,Franchise,1,0.8,7650
1979,14.430555385847619,14.972838139911849,13.976454076519689,16.910905253562454,301,Seoul,Ganjjajang,Normal,0,14.9,2300
1995,29.71279422107726,25.790170491798886,35.22470278943714,21.312934535759368,1275,Seoul,Basic,Normal,1,11.5,1950
2016,76.90605653226606,90.57809302277788,73.62123310635624,56.18929120563468,6030,Gwangju,Samseon,Normal,1,4.1,6150
1977,13.091915280766036,14.535928656028718,15.261751840965184,10.535047643687358,273,Gyeonggi,Basic,Normal,1,1.8,750
1996,30.495333845997987,26.935016574344505,37.030512463742355,26.32360078780307,1400,Seoul,Samseon,Franchise,0,11.7,5050
1977,12.930101907087826,10.419397189614818,15.571428329053543,11.905811584784379,270,Seoul,Ganjjajang,Normal,1,7.3,2250
2010,57.9714904431817,68.81506048151768,68.95613046591536,44.08938711317353,4110,Gyeonggi,Ganjjajang,Normal,0,10.4,4250
2002,39.983356321187145,43.65572562945857,50.51207711108253,,2275,Seoul,Ganjjajang,Premium,0,14.6,6550
2006,48.388323615574706,49.33543323693434,54.12418217176697,69.0963941279986,3480,Busan,Basic,Normal,0,14.0,1950
1989,22.149240797742948,23.0466255455228,24.43092304986304,21.138319291428843,600,Seoul,Basic,Normal,0,12.7,1600
1990,23.66908938494105,20.40887888101508,25.3582240306732,23.403924667296067,690,Seoul,Basic,Franchise,0,2.8,2650
2019,84.67283171767107,68.52595736666247,97.81874027510422,123.44252777648879,8350,Seoul,Ganjjajang,Franchise,0,3.4,8150
1991,24.29265210007471,27.13314901519321,,,820,Incheon,Ganjjajang,Franchise,1,0.4,2700
1992,26.4397315800886,27.308880876110194,31.803126191746976,24.63382450300697,925,Seoul,Ganjjajang,Franchise,1,1.2,3750
2009,54.522712756041194,55.703391597196585,64.6597541859095,44.148555877374015,4000,Busan,Basic,Franchise,0,7.8,3750
1980,15.061426713296013,16.342441306792313,17.676506446797625,12.426480869460482,315,Gyeonggi,Basic,Normal,0,14.6,850
1999,35.99147752290954,36.098177557811795,40.149632418962604,27.574029333315174,1600,Incheon,Ganjjajang,Normal,0,11.3,2250
1996,32.41821501853344,37.87742129473689,40.04914994814803,24.22752989974514,1400,Gwangju,Basic,Franchise,0,7.1,1800
1989,23.035189145988262,20.22126564888776,22.18054337979606,29.209840775777774,600,Busan,Ganjjajang,Franchise,0,3.0,2600
1988,23.056746411772263,25.191274480428007,27.841932301576644,31.88086093647563,462,Seoul,Basic,Normal,0,1.2,1550
2014,72.16024630237803,75.99025326130705,93.53820308932639,55.729282141485186,5210,Gwangju,Basic,Normal,1,1.1,3450
1987,21.754969606862353,21.133615307319037,24.726409152325626,26.765551000833707,455,Gyeonggi,Ganjjajang,Normal,0,11.0,2000
1986,20.025321757987452,18.69601328180514,18.933910809306727,14.898189504536303,418,Gyeonggi,Ganjjajang,Franchise,0,10.3,2950
2014,68.9193474236955,79.32372978532229,71.95966671775595,62.8204025705131,5210,Daegu,Basic,Franchise,1,3.2,4450
2021,95.34705289793354,82.87552655272357,103.42089506439488,93.75160225563312,8720,Gwangju,Basic,Normal,0,13.2,5850
1998,33.81167112451441,35.6665435015687,34.889546796703804,25.500539917815725,1525,Seoul,Basic,Normal,0,13.8,2150
1974,11.372717634633975,11.197292328805137,14.651709268142932,11.014844601329541,237,Gyeonggi,Basic,Franchise,0,13.8,1700
2012,62.937716804051384,75.24853559222927,68.40112976462534,50.64839459853441,4580,Gwangju,Ganjjajang,Franchise,1,6.4,4950
2005,48.314230378082144,54.19723671895844,58.91107046190601,48.50269077811444,3100,Gyeonggi,Basic,Normal,0,13.2,2400
2020,91.12857346497435,80.00154352663795,82.84531501079844,77.12087883463069,8590,Seoul,Basic,Franchise,1,0.5,7550
1975,12.928286862527,13.235031528747017,14.695020475061375,9.525009387483017,270,Daegu,Basic,Franchise,0,13.7,1000
1988,22.275217626244004,23.59750073761504,20.84505348176496,26.18580543778681,462,Gyeonggi,Basic,Normal,0,13.3,1100
1984,19.008659965061973,22.198282719961163,23.79338525701233,25.5322700841152,397,Seoul,Basic,Franchise,0,3.2,2450
1985,18.464998083064817,17.61400843940387,19.566302186596687,21.22422609008437,386,Seoul,Basic,Franchise,1,7.7,2450
2007,53.26263938226248,60.57831408747625,68.35639107445061,79.48817917566485,3770,Busan,Basic,Franchise,0,2.1,3100
1978,14.120467189677164,12.555182293923522,,13.281471817400199,295,Seoul,Basic,Normal,0,0.7,1250
2016,77.16164735473362,65.55080639451057,89.83679236882682,66.4063831732095,6030,Gyeonggi,Basic,Franchise,1,9.5,5700
1984,18.2659296824513,15.701019832043114,18.6541287423594,13.939636325096671,382,Busan,Basic,Normal,0,6.8,400
2008,53.67146012221463,56.42232338638608,58.74320304467145,56.361066732001916,4000,Daegu,Ganjjajang,Normal,0,4.2,3200
2020,89.08768113893191,97.11492622094403,105.12996692742439,94.65393682107869,8590,Gwangju,Ganjjajang,Franchise,0,7.9,7900
1970,10.019675127086042,11.621946618644373,9.836916408516842,8.704762939607079,209,Gyeonggi,Basic,Normal,0,3.5,650
1989,23.931886341288575,19.80722540620691,29.578036029000717,25.821717608704567,600,Seoul,Ganjjajang,Normal,0,1.4,2650
1984,19.423824675466822,17.99700835860948,23.048277150950796,21.18767816294935,406,Busan,Basic,Franchise,0,14.5,1450
1988,22.68762384709756,21.24043131810163,27.932874073239027,23.046972871444368,462,Daegu,Basic,Franchise,0,10.0,1350
1980,14.824038923472886,13.845967987527999,13.818932562101931,15.118364528784763,310,Seoul,Basic,Franchise,0,9.6,2300
1974,12.361875731829056,10.709173485804186,11.370023775289441,15.769521576154341,258,Seoul,Basic,Franchise,0,6.6,2200
2012,65.6679042007293,73.92629375480952,66.31591561269157,61.893366058186395,4580,Incheon,Basic,Normal,0,8.8,3350
1970,10.493223745206649,8.8723060557624,11.443749733115812,8.534284405754695,219,Seoul,Ganjjajang,Normal,0,5.5,2150
2015,75.91448432283612,80.89379411810877,77.14700794365928,113.81692794573327,5580,Gyeonggi,Basic,Franchise,0,7.9,5450
